name,difficulty,would_take_again,num_ratings,quality,department,link
Patrick Mooney,40%,40%,4 ratings,2.0,Sociology,https://www.ratemyprofessors.com/professor/2164101
Conrad Davies,98%,98%,39 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/1851474
Alan Brown,50%,50%,10 ratings,3.2,Languages,https://www.ratemyprofessors.com/professor/912318
Janet Eldred,67%,67%,9 ratings,4.0,English,https://www.ratemyprofessors.com/professor/1716223
Gregory Vincent,0%,0%,1 ratings,1.0,Education,https://www.ratemyprofessors.com/professor/2621213
Matthew Wells,40%,40%,8 ratings,4.1,Modern and Classical Languages,https://www.ratemyprofessors.com/professor/1474652
Oliver Leaman,23%,23%,28 ratings,3.4,Philosophy,https://www.ratemyprofessors.com/professor/489915
Chas Hartman,85%,85%,19 ratings,4.2,Journalism,https://www.ratemyprofessors.com/professor/981497
Kasey Borchardt,50%,50%,2 ratings,4.5,Communication,https://www.ratemyprofessors.com/professor/2223763
Mairead Moloney,65%,65%,19 ratings,3.6,Sociology,https://www.ratemyprofessors.com/professor/1983265
Lisa Blue,68%,68%,66 ratings,4.3,Chemistry,https://www.ratemyprofessors.com/professor/1806629
John McCarthy,N/A,N/A,0 ratings,0.0,Physiology,https://www.ratemyprofessors.com/professor/2667468
Peggy Keller,77%,77%,24 ratings,3.3,Psychology,https://www.ratemyprofessors.com/professor/1357812
Martha Grady,50%,50%,2 ratings,3.0,Mechanical Engineering,https://www.ratemyprofessors.com/professor/2242732
Harriet Ades,36%,36%,178 ratings,2.7,Chemistry,https://www.ratemyprofessors.com/professor/271083
Zane Dayton,67%,67%,2 ratings,1.5,Communication,https://www.ratemyprofessors.com/professor/2636254
Tracy Campbell,94%,94%,33 ratings,4.6,History,https://www.ratemyprofessors.com/professor/364564
Martin Hunter,100%,100%,3 ratings,5.0,Economics,https://www.ratemyprofessors.com/professor/1875426
Derrik Nelson,N/A,N/A,0 ratings,0.0,Fine Arts,https://www.ratemyprofessors.com/professor/2625066
Jami Warren,100%,100%,10 ratings,4.9,Communication,https://www.ratemyprofessors.com/professor/1490511
Brandi White,100%,100%,1 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/2647756
Lisa Lockman,67%,67%,4 ratings,2.7,Education,https://www.ratemyprofessors.com/professor/2083356
Frank Scott,50%,50%,8 ratings,3.6,Economics,https://www.ratemyprofessors.com/professor/495438
Olga Malkova,62%,62%,14 ratings,1.9,Economics,https://www.ratemyprofessors.com/professor/2061114
Tanja Fisher,N/A,N/A,0 ratings,0.0,Agriculture,https://www.ratemyprofessors.com/professor/2671297
Donald Heverin,N/A,N/A,0 ratings,0.0,Arts & Sciences,https://www.ratemyprofessors.com/professor/2671299
Chris Pool,50%,50%,18 ratings,3.7,Anthropology,https://www.ratemyprofessors.com/professor/502366
Julie Wilson,0%,0%,1 ratings,2.0,Design,https://www.ratemyprofessors.com/professor/2671668
S.W. Yates,38%,38%,38 ratings,3.5,Chemistry,https://www.ratemyprofessors.com/professor/463972
Jennifer Murray,100%,100%,1 ratings,5.0,English,https://www.ratemyprofessors.com/professor/2597516
Nikki Kowalski,29%,29%,7 ratings,1.9,Communication,https://www.ratemyprofessors.com/professor/2419827
Melanie Otis,100%,100%,2 ratings,5.0,Social Work,https://www.ratemyprofessors.com/professor/1859855
Robert Denomme,56%,56%,25 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/2181408
Ram Pakath,72%,72%,28 ratings,2.8,Business,https://www.ratemyprofessors.com/professor/959352
Margaret Kelly,100%,100%,1 ratings,5.0,English,https://www.ratemyprofessors.com/professor/2650035
Jonathan Benoit,100%,100%,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2650075
Chip O'Connell,100%,100%,10 ratings,4.5,Political Science,https://www.ratemyprofessors.com/professor/2248762
Robert Meuret,100%,100%,4 ratings,5.0,Management,https://www.ratemyprofessors.com/professor/2532978
Kyra Hunting,75%,75%,5 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/2059774
Alex Denison,72%,72%,9 ratings,4.2,Political Science,https://www.ratemyprofessors.com/professor/2007394
Chance McCullough,N/A,N/A,0 ratings,0.0,Marketing,https://www.ratemyprofessors.com/professor/2651594
Jim Hertog,34%,34%,20 ratings,3.0,Communication,https://www.ratemyprofessors.com/professor/11511
Curtis Pomilia,100%,100%,1 ratings,5.0,Geography,https://www.ratemyprofessors.com/professor/2581255
Hasan Poonawala,100%,100%,1 ratings,4.0,Engineering,https://www.ratemyprofessors.com/professor/2648314
Scott Berry,100%,100%,5 ratings,4.6,Mechanical Engineering,https://www.ratemyprofessors.com/professor/2558608
Jenny Rice,100%,100%,4 ratings,4.0,Writing,https://www.ratemyprofessors.com/professor/2114531
Sepideh Dadkhah,100%,100%,2 ratings,5.0,Biology,https://www.ratemyprofessors.com/professor/2520115
Leslie Malland,25%,25%,10 ratings,2.3,English,https://www.ratemyprofessors.com/professor/2065787
Loka Ashwood,100%,100%,2 ratings,4.0,Sociology,https://www.ratemyprofessors.com/professor/2645367
Kate Ponto,17%,17%,22 ratings,2.1,Mathematics,https://www.ratemyprofessors.com/professor/1672167
Marilyn Campbell,100%,100%,6 ratings,4.5,Education,https://www.ratemyprofessors.com/professor/2429254
Brett Least,100%,100%,1 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/2623232
Jessica Blackburn,N/A,N/A,0 ratings,0.0,Chemistry,https://www.ratemyprofessors.com/professor/2681328
Heide Glue sing-Luerssen,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2681435
David Weisrock,100%,100%,17 ratings,3.9,Biology,https://www.ratemyprofessors.com/professor/1485680
Kimberly Stoltzfus,100%,100%,9 ratings,4.3,Communication,https://www.ratemyprofessors.com/professor/1993270
Owen Ellis,100%,100%,1 ratings,5.0,Statistics,https://www.ratemyprofessors.com/professor/2681598
Katherine MCclain,0%,0%,1 ratings,3.0,Writing,https://www.ratemyprofessors.com/professor/2439668
N Martin,29%,29%,29 ratings,2.6,Physics,https://www.ratemyprofessors.com/professor/956949
. Patwardhan,34%,34%,21 ratings,3.3,Chemistry,https://www.ratemyprofessors.com/professor/830339
Janet Lumpp,84%,84%,13 ratings,4.5,Electrical Engineering,https://www.ratemyprofessors.com/professor/1765694
Roger Brown,89%,89%,30 ratings,4.1,Agriculture,https://www.ratemyprofessors.com/professor/860396
Jeorg Sauer,89%,89%,35 ratings,4.5,Languages,https://www.ratemyprofessors.com/professor/387395
Christy Brady,100%,100%,1 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/2578258
Melissa Pittard,50%,50%,51 ratings,2.0,Statistics,https://www.ratemyprofessors.com/professor/1637638
Margaret Readdy,68%,68%,49 ratings,3.2,Mathematics,https://www.ratemyprofessors.com/professor/387662
Jonah Mitchell,50%,50%,6 ratings,2.7,Finance,https://www.ratemyprofessors.com/professor/2315889
Scott Hankins,0%,0%,2 ratings,1.0,Finance,https://www.ratemyprofessors.com/professor/2558247
Brandon Look,84%,84%,21 ratings,3.7,Philosophy,https://www.ratemyprofessors.com/professor/680130
Allison Smith,100%,100%,2 ratings,4.5,Family Studies,https://www.ratemyprofessors.com/professor/2675785
Stephanie Bennett,60%,60%,5 ratings,3.0,Health Science,https://www.ratemyprofessors.com/professor/2465134
Keith Parkinson,34%,34%,3 ratings,3.7,Physiology,https://www.ratemyprofessors.com/professor/2420568
Lee Mandelo,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2618133
Pat Mooney,25%,25%,20 ratings,2.2,Sociology,https://www.ratemyprofessors.com/professor/119311
Walter Foreman,91%,91%,29 ratings,4.3,English,https://www.ratemyprofessors.com/professor/411968
Katherine Rogers-Carpenter,100%,100%,8 ratings,4.7,"Writing, Rhetoric & Digital Studies",https://www.ratemyprofessors.com/professor/1875611
Victoria Hensley,N/A,N/A,0 ratings,0.0,Nursing,https://www.ratemyprofessors.com/professor/2689133
Elizabeth Salt,75%,75%,8 ratings,3.1,Nursing,https://www.ratemyprofessors.com/professor/1663219
Emilia Galperin,N/A,N/A,0 ratings,0.0,Medicine,https://www.ratemyprofessors.com/professor/2689599
Dan Lonel,0%,0%,1 ratings,2.0,Electrical Engineering,https://www.ratemyprofessors.com/professor/2684894
Richard Crosby,75%,75%,3 ratings,2.7,Health Science,https://www.ratemyprofessors.com/professor/2002670
Peyman Jahed,13%,13%,7 ratings,1.0,Architecture,https://www.ratemyprofessors.com/professor/2669485
Julius Schoop,100%,100%,0 ratings,0.0,Engineering,https://www.ratemyprofessors.com/professor/2691118
David Pienkowski,67%,67%,2 ratings,3.0,Engineering,https://www.ratemyprofessors.com/professor/2628295
John Garen,60%,60%,9 ratings,3.5,Economics,https://www.ratemyprofessors.com/professor/327281
Jon Mills,N/A,N/A,0 ratings,0.0,Design,https://www.ratemyprofessors.com/professor/2691639
Kamahra Ewing,50%,50%,2 ratings,2.5,Arts & Sciences,https://www.ratemyprofessors.com/professor/2610883
Rashika Gupta,0%,0%,3 ratings,1.0,Physics,https://www.ratemyprofessors.com/professor/2674819
Amber Holmes,60%,60%,10 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/2410626
Simone Silvestri,100%,100%,3 ratings,5.0,Computer Science,https://www.ratemyprofessors.com/professor/2369962
Aaron Reynolds,100%,100%,1 ratings,5.0,Art,https://www.ratemyprofessors.com/professor/2631331
Jimmy Henning,100%,100%,1 ratings,5.0,Agriculture,https://www.ratemyprofessors.com/professor/2666088
Darby Todd,100%,100%,1 ratings,5.0,Economics,https://www.ratemyprofessors.com/professor/2666369
Robert Marshall,42%,42%,28 ratings,2.8,Health Science,https://www.ratemyprofessors.com/professor/737919
Pronob Barman,N/A,N/A,0 ratings,0.0,Statistics,https://www.ratemyprofessors.com/professor/2666420
Valerio Caldesi Valeri,93%,93%,16 ratings,4.3,Classics,https://www.ratemyprofessors.com/professor/2043271
Susan Thiel,100%,100%,8 ratings,4.8,Humanities,https://www.ratemyprofessors.com/professor/1636990
Vanessa Jackson,N/A,N/A,1 ratings,1.0,Merchandising,https://www.ratemyprofessors.com/professor/1633733
Sia Beasley,100%,100%,1 ratings,4.0,Anthropology,https://www.ratemyprofessors.com/professor/2695586
Jeri Custodero,100%,100%,4 ratings,5.0,Education,https://www.ratemyprofessors.com/professor/2339103
Donna Carpenter,N/A,N/A,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/2695592
Megan Kidd,100%,100%,6 ratings,4.5,Communication,https://www.ratemyprofessors.com/professor/2417510
Pam Seales,100%,100%,1 ratings,5.0,Education,https://www.ratemyprofessors.com/professor/2695666
David Wischer,100%,100%,14 ratings,4.5,Art,https://www.ratemyprofessors.com/professor/1945596
Kevin McGowan,100%,100%,6 ratings,4.7,English,https://www.ratemyprofessors.com/professor/2101024
John D Howell,75%,75%,13 ratings,3.7,English,https://www.ratemyprofessors.com/professor/1459705
Lisa Williams,100%,100%,4 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/2647752
Nathaniel Stevens,100%,100%,1 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/2651071
Osama Abdl-Haleem,100%,100%,0 ratings,0.0,Geography,https://www.ratemyprofessors.com/professor/2668826
Tammy Whitlock,43%,43%,63 ratings,2.9,History,https://www.ratemyprofessors.com/professor/241045
Brent Sturlaugson,0%,0%,1 ratings,3.0,Architecture,https://www.ratemyprofessors.com/professor/2628228
Kathryn McClain,58%,58%,7 ratings,3.3,Arts Sciences,https://www.ratemyprofessors.com/professor/2256777
Elizabeth Varnado,67%,67%,2 ratings,2.5,Music,https://www.ratemyprofessors.com/professor/2519448
Jason Swanson,34%,34%,8 ratings,4.0,Hospitality,https://www.ratemyprofessors.com/professor/1355355
Mary Blandau,50%,50%,1 ratings,3.0,Political Science,https://www.ratemyprofessors.com/professor/2610267
Matt Edwards,N/A,N/A,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/2670499
Lauren Redding,N/A,N/A,0 ratings,0.0,French,https://www.ratemyprofessors.com/professor/2670500
Andrew Dawson,70%,70%,9 ratings,3.1,Journalism,https://www.ratemyprofessors.com/professor/2211579
Yung Soo Kim,90%,90%,10 ratings,4.4,Journalism,https://www.ratemyprofessors.com/professor/1439355
Peter Perry,83%,83%,45 ratings,4.1,Mathematics,https://www.ratemyprofessors.com/professor/746014
Johanna Heinrichs,67%,67%,3 ratings,2.3,Architecture,https://www.ratemyprofessors.com/professor/2416015
William Breslove,100%,100%,1 ratings,5.0,English,https://www.ratemyprofessors.com/professor/2666713
Falomi Ladipo,75%,75%,31 ratings,2.4,Chemistry,https://www.ratemyprofessors.com/professor/417791
Horace Bartilow,60%,60%,41 ratings,3.1,Political Science,https://www.ratemyprofessors.com/professor/802471
Chintan Kikani,0%,0%,1 ratings,2.0,Biology,https://www.ratemyprofessors.com/professor/2674350
Rachel Steckler,84%,84%,12 ratings,4.2,Communication,https://www.ratemyprofessors.com/professor/2148471
David Boyd,75%,75%,4 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/2558253
Amanda Fallin-Bennett,100%,100%,1 ratings,4.0,Nursing,https://www.ratemyprofessors.com/professor/2674962
Rachel Elliott,100%,100%,11 ratings,4.6,Writing,https://www.ratemyprofessors.com/professor/1981723
Frederick Bengtsson,50%,50%,8 ratings,2.6,English,https://www.ratemyprofessors.com/professor/2054807
Jordan Honeyblue,100%,100%,1 ratings,5.0,Writing,https://www.ratemyprofessors.com/professor/2698216
James Geddes,84%,84%,6 ratings,3.7,Biology,https://www.ratemyprofessors.com/professor/2523994
Hada Jang,50%,50%,2 ratings,3.5,Music,https://www.ratemyprofessors.com/professor/2692883
Seth Eckler,100%,100%,5 ratings,5.0,Physical Education,https://www.ratemyprofessors.com/professor/1245236
Julie Human,100%,100%,16 ratings,4.9,French,https://www.ratemyprofessors.com/professor/1671053
Sean Peffer,60%,60%,39 ratings,3.2,Accounting,https://www.ratemyprofessors.com/professor/15187
Aklilu Reda,80%,80%,2 ratings,3.0,Ethnic Studies,https://www.ratemyprofessors.com/professor/2579070
Ji Youn Kim,25%,25%,5 ratings,1.8,Business,https://www.ratemyprofessors.com/professor/1933516
Lee Mandelo,100%,100%,1 ratings,3.0,"Writing, Rhetoric & Digital Studies",https://www.ratemyprofessors.com/professor/2686207
Robert Hirsch,88%,88%,5 ratings,4.2,Agriculture,https://www.ratemyprofessors.com/professor/2242403
Jill Day,100%,100%,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/2699661
Jack Schieffer,100%,100%,3 ratings,4.7,Agriculture,https://www.ratemyprofessors.com/professor/2296553
Arnold Stromberg,0%,0%,13 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/478706
Lauren Falco,57%,57%,18 ratings,3.4,Physics,https://www.ratemyprofessors.com/professor/2291327
Michael McEwen,100%,100%,1 ratings,5.0,English,https://www.ratemyprofessors.com/professor/2553228
Dan Shumer,82%,82%,40 ratings,4.1,English,https://www.ratemyprofessors.com/professor/609849
Andrea Erhardt,100%,100%,0 ratings,0.0,Science,https://www.ratemyprofessors.com/professor/2477444
Robert Wood,0%,0%,0 ratings,0.0,Political Science,https://www.ratemyprofessors.com/professor/2680681
Ana Guillen,75%,75%,8 ratings,3.6,Languages,https://www.ratemyprofessors.com/professor/2177986
Katherine Henneberger,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2681084
Scott Yost,0%,0%,5 ratings,3.0,Engineering,https://www.ratemyprofessors.com/professor/1602359
Samantha Wright,100%,100%,2 ratings,5.0,Engineering,https://www.ratemyprofessors.com/professor/2635828
Cecilia Virtue,100%,100%,2 ratings,4.5,Communication,https://www.ratemyprofessors.com/professor/2538441
Raymond Burgess,100%,100%,1 ratings,5.0,Accountancy,https://www.ratemyprofessors.com/professor/2591168
Anthony Bardo,100%,100%,14 ratings,4.8,Sociology,https://www.ratemyprofessors.com/professor/2426001
Elizabeth Williams,100%,100%,3 ratings,5.0,Women's Studies,https://www.ratemyprofessors.com/professor/2535195
Carson Benn,60%,60%,5 ratings,3.2,Sociology,https://www.ratemyprofessors.com/professor/2442013
Peter Stone,100%,100%,1 ratings,5.0,Theater,https://www.ratemyprofessors.com/professor/2701534
Tasha Childs,N/A,N/A,0 ratings,0.0,Social Work,https://www.ratemyprofessors.com/professor/2681745
Zhongwei Shen,72%,72%,20 ratings,3.4,Mathematics,https://www.ratemyprofessors.com/professor/381285
Chad Risko,75%,75%,9 ratings,4.0,Chemistry,https://www.ratemyprofessors.com/professor/2000866
Dong-Sheng Yang,75%,75%,3 ratings,3.3,Chemistry,https://www.ratemyprofessors.com/professor/2523459
David Ferrandez,88%,88%,7 ratings,4.7,Arts & Sciences,https://www.ratemyprofessors.com/professor/2435899
Daniel Shumer,50%,50%,6 ratings,3.0,English,https://www.ratemyprofessors.com/professor/1671132
Khrystyna Serhiyenko,85%,85%,9 ratings,4.2,Mathematics,https://www.ratemyprofessors.com/professor/2583478
Jeffrey Osborn,100%,100%,23 ratings,4.3,Biology,https://www.ratemyprofessors.com/professor/502299
RayeCarol Cavender,50%,50%,3 ratings,2.7,Hospitality,https://www.ratemyprofessors.com/professor/2245990
Will Chandler,100%,100%,0 ratings,0.0,Music,https://www.ratemyprofessors.com/professor/2683062
Sherali Zeadally,100%,100%,2 ratings,5.0,Information Science,https://www.ratemyprofessors.com/professor/2480031
Stacy Vincent,100%,100%,7 ratings,5.0,Agriculture,https://www.ratemyprofessors.com/professor/1944933
Dr Woolery,100%,100%,7 ratings,4.7,Geology,https://www.ratemyprofessors.com/professor/508706
Nancy Jones,100%,100%,3 ratings,4.3,Theater,https://www.ratemyprofessors.com/professor/2584457
Brittany Givens,100%,100%,0 ratings,0.0,Engineering,https://www.ratemyprofessors.com/professor/2684523
Dan Ionel,N/A,N/A,0 ratings,0.0,Electrical Engineering,https://www.ratemyprofessors.com/professor/2684899
Bryan Hains,100%,100%,4 ratings,4.5,Education,https://www.ratemyprofessors.com/professor/2523896
Ralph Crystal,N/A,N/A,0 ratings,0.0,Psychology,https://www.ratemyprofessors.com/professor/2704354
Ashley Seifert,N/A,N/A,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/2704485
Kathryn Everson,100%,100%,10 ratings,4.8,Biology,https://www.ratemyprofessors.com/professor/2630629
Amanda Konkle,100%,100%,5 ratings,3.9,English,https://www.ratemyprofessors.com/professor/1271438
Tony Love,100%,100%,18 ratings,4.9,Sociology,https://www.ratemyprofessors.com/professor/2124678
